Study_Hours,Attendance,Sleep_Hours,Internet_Use_Hrs,Grade
5.4,82,6.5,4.9,B
9.9,54,4.3,0.9,B
6.3,81,5.0,0.7,B
2.2,70,7.7,0.5,C
8.2,50,4.0,0.6,B
7.0,64,8.1,0.5,B
8.4,67,5.4,2.8,B
10.0,78,5.5,1.6,B
2.0,55,8.7,2.0,C
1.2,94,4.1,2.0,C
3.3,79,7.9,1.7,C
9.3,97,8.3,0.9,A
1.4,97,8.9,2.1,C
2.4,50,4.1,4.6,C
9.9,86,7.6,4.0,A
9.1,92,4.5,0.8,A
1.5,79,8.0,3.8,C
2.5,87,7.2,1.5,C
1.6,81,6.6,0.5,C
7.3,97,7.1,2.8,A
4.8,84,7.1,3.0,C
6.9,87,6.9,0.4,B
1.7,67,5.0,0.2,C
8.5,92,8.7,2.6,A
9.7,54,8.0,4.1,B
0.3,57,4.4,3.0,C
5.4,83,4.8,2.0,B
8.9,77,6.1,2.4,B
1.5,67,5.3,1.7,C
0.4,67,6.0,0.8,C
1.6,77,8.4,3.3,C
7.5,72,4.3,3.7,B
3.5,94,6.0,3.0,C
2.5,52,6.2,1.6,C
3.5,78,5.2,4.5,C
0.1,58,8.8,0.8,C
6.9,58,6.0,1.8,B
1.3,58,9.0,1.5,C
6.2,100,5.7,4.3,B
0.6,100,7.9,1.3,C
1.1,95,4.4,4.3,C
3.1,60,8.0,3.5,C
6.4,82,8.1,4.8,B
1.6,73,4.7,1.1,C
10.0,82,5.9,2.3,A
3.8,76,6.5,3.5,C
8.1,52,7.7,0.2,B
3.1,99,5.0,0.9,C
8.0,87,8.4,1.1,A
10.0,50,4.5,4.1,B
9.6,80,5.5,0.3,B
7.0,93,6.2,2.3,B
7.7,68,7.0,0.5,B
0.9,82,8.4,0.3,C
5.4,78,5.4,2.1,B
3.6,58,6.9,0.6,C
7.1,84,4.7,4.9,A
9.2,67,4.9,3.5,B
7.1,99,6.6,1.4,A
2.1,68,4.2,0.7,C
2.9,83,8.9,4.9,C
8.4,100,5.1,1.7,A
0.2,80,8.6,2.3,C
8.2,100,6.0,1.5,A
4.4,67,4.3,1.4,C
5.0,55,6.5,1.1,C
5.1,97,7.1,2.1,B
6.8,82,4.5,1.0,B
8.9,91,5.7,4.7,A
0.3,51,4.5,4.9,C
1.1,92,4.6,2.7,C
2.6,78,8.9,4.9,C
7.4,99,4.5,0.6,A
6.8,91,6.6,3.4,B
0.7,97,5.0,4.4,C
4.5,89,4.8,1.3,C
4.2,91,7.9,0.3,C
5.0,82,8.8,0.7,C
4.3,67,6.1,1.0,C
2.1,52,7.4,1.4,C
7.8,68,4.2,4.1,B
7.7,76,5.2,3.8,B
1.1,97,4.3,2.0,C
7.6,51,8.3,0.2,B
8.6,62,9.0,1.5,B
8.9,100,5.0,4.7,A
2.3,64,5.3,4.3,C
0.2,59,8.2,0.3,C
6.6,92,7.4,1.8,B
3.0,64,7.7,4.3,C
1.1,79,6.8,1.8,C
1.5,78,5.4,2.6,C
1.5,100,8.1,1.3,C
6.2,56,4.9,4.0,B
2.6,92,8.2,0.6,C
3.1,77,5.4,2.0,C
0.8,69,6.5,2.5,C
7.5,72,8.5,4.0,B
4.3,60,4.1,3.4,C
7.6,72,4.8,4.1,B
6.4,72,8.4,2.8,B
7.4,51,6.9,1.2,B
5.4,77,5.0,3.5,B
1.0,61,5.0,4.3,C
6.4,64,4.5,1.3,B
2.9,100,8.2,3.6,C
0.9,53,5.6,0.1,C
1.0,66,4.5,0.1,C
4.1,62,9.0,2.1,C
3.2,90,7.0,3.7,C
2.4,68,7.5,1.6,C
0.5,90,6.6,4.1,C
5.3,66,5.8,0.9,B
2.2,96,5.4,2.9,C
4.5,64,7.3,2.6,C
4.9,62,5.1,1.7,C
2.7,69,6.9,1.8,C
3.7,60,6.5,1.8,C
3.1,51,6.9,3.4,C
9.3,50,5.3,3.7,B
0.1,80,8.5,2.5,C
4.5,90,8.1,3.8,C
1.4,74,6.4,1.8,C
6.4,73,4.8,1.0,B
6.9,71,6.3,2.2,B
7.2,59,4.8,3.7,B
0.7,55,7.2,2.0,C
1.2,55,8.5,4.9,C
1.0,85,7.1,2.6,C
9.6,92,7.3,0.4,A
1.2,97,8.6,0.9,C
8.9,67,6.8,0.6,B
6.1,52,7.7,3.6,B
6.7,68,6.5,1.4,B
7.2,75,8.5,4.7,B
3.2,85,4.9,0.9,C
0.1,60,7.9,2.6,C
8.1,86,4.1,0.2,A
5.5,91,5.3,0.1,B
5.1,98,4.5,0.6,B
0.4,58,7.2,0.1,C
4.1,93,5.1,3.0,C
4.4,81,6.0,0.2,C
8.9,97,5.0,4.2,A
7.3,89,6.6,0.5,A
5.8,80,5.6,1.0,B
7.5,54,5.9,2.2,B
0.5,95,8.9,1.2,C
7.0,80,4.3,3.0,B
8.3,62,7.7,0.5,B
6.0,62,4.4,0.2,B
8.1,64,8.9,1.1,B
5.6,87,8.3,3.9,B
1.5,61,5.8,4.1,C
4.1,80,7.9,2.4,C
2.0,87,5.9,2.6,C
4.5,61,4.3,0.9,C
4.9,83,7.4,4.2,C
3.1,82,7.1,3.2,C
3.8,82,4.7,0.2,C
1.0,72,6.2,0.4,C
4.6,76,8.4,4.1,C
4.6,99,5.9,4.4,C
4.2,70,4.6,0.6,C
7.5,50,6.0,4.5,B
7.0,84,5.4,4.4,B
3.3,80,4.7,4.3,C
7.3,84,6.4,0.8,A
10.0,78,4.1,4.2,B
0.6,83,4.5,1.8,C
1.4,78,7.3,2.8,C
3.2,87,7.7,4.4,C
6.3,98,4.9,2.0,B
4.3,79,5.1,3.4,C
2.0,86,6.3,3.2,C
5.9,53,5.3,4.9,B
9.4,79,6.5,0.2,B
9.2,95,4.6,4.1,A
2.4,87,8.5,1.4,C
0.2,93,8.2,2.6,C
9.8,52,6.9,3.8,B
4.1,67,6.0,4.9,C
4.0,74,4.5,4.9,C
9.1,57,7.0,2.7,B
2.5,74,5.0,3.1,C
3.2,70,4.2,1.0,C
4.3,83,5.1,0.5,C
5.6,80,5.9,4.3,B
3.1,56,7.2,4.3,C
8.1,85,5.2,3.9,A
5.2,95,5.5,1.4,B
1.1,79,7.9,1.1,C
3.9,82,8.9,1.9,C
1.3,70,6.7,2.0,C
2.0,95,8.8,4.2,C
6.1,94,4.9,3.9,B
0.5,89,4.7,3.1,C
8.0,90,8.9,2.8,A
0.1,89,4.7,4.6,C
7.8,80,5.6,4.6,B
7.6,65,5.3,2.8,B
1.7,76,7.7,2.3,C
1.9,72,7.2,0.1,C
4.7,80,6.5,2.5,C
0.9,61,8.1,2.9,C
3.2,86,6.7,1.7,C
4.9,81,4.5,2.9,C
0.1,92,4.2,3.1,C
0.5,51,4.4,1.2,C
7.6,100,5.0,0.1,A
4.9,94,4.0,2.3,C
4.6,50,7.4,4.5,C
1.2,86,8.1,3.2,C
7.2,70,6.3,0.2,B
8.3,79,9.0,4.5,B
5.5,58,8.9,0.1,B
2.9,78,8.4,1.3,C
0.3,81,5.8,0.7,C
1.5,54,7.8,3.4,C
1.4,87,7.8,0.0,C
4.9,58,8.6,0.8,C
1.6,67,4.2,0.8,C
0.1,90,5.7,0.4,C
5.1,70,6.3,1.7,B
2.5,83,8.5,2.2,C
4.1,68,8.4,1.5,C
2.7,89,6.9,3.2,C
6.3,81,7.8,4.1,B
0.3,52,4.9,2.4,C
8.7,65,8.0,1.3,B
7.2,59,5.1,0.1,B
0.4,93,5.4,4.1,C
3.1,73,7.3,4.6,C
8.6,60,8.2,4.9,B
6.5,63,5.5,4.8,B
5.5,84,8.0,2.6,B
9.7,93,7.5,4.0,A
8.9,100,4.2,3.3,A
5.6,59,6.3,2.8,B
4.7,63,8.1,0.1,C
4.0,61,8.3,1.3,C
8.2,53,7.6,4.8,B
5.5,61,5.2,0.3,B
5.7,59,5.3,1.5,B
6.1,75,4.6,1.6,B
5.7,54,7.2,3.0,B
1.2,83,7.4,0.2,C
0.9,51,6.6,0.2,C
1.2,79,6.8,3.8,C
3.9,60,8.4,2.4,C
5.9,93,4.6,1.6,B
6.1,57,7.2,0.7,B
0.5,54,6.6,1.1,C
5.3,84,4.4,2.1,B
8.4,77,7.7,4.6,B
7.2,63,8.2,4.4,B
7.4,67,4.0,4.4,B
0.4,97,5.1,4.9,C
5.1,72,6.4,1.8,B
6.5,68,8.1,1.9,B
7.2,57,6.9,1.5,B
0.3,72,6.7,1.1,C
4.8,95,4.5,2.8,C
2.3,91,7.7,3.9,C
0.5,62,8.2,0.5,C
7.8,74,5.1,4.7,B
7.5,55,5.1,2.5,B
1.1,51,8.9,4.6,C
1.7,78,6.8,0.0,C
6.4,61,6.5,1.1,B
1.6,71,8.6,4.8,C
1.5,64,4.1,4.5,C
4.7,75,6.2,0.4,C
3.7,94,7.7,4.2,C
1.8,96,4.2,1.6,C
1.1,57,4.8,1.4,C
9.2,98,4.1,0.8,A
3.7,57,4.6,1.2,C
3.2,79,6.7,0.6,C
3.6,74,7.7,3.2,C
1.6,59,6.8,0.4,C
7.5,68,8.8,2.3,B
2.5,92,8.1,4.8,C
3.4,55,6.1,4.1,C
2.3,100,8.2,2.1,C
2.4,57,6.8,4.4,C
3.5,51,4.7,1.8,C
6.4,99,4.2,3.6,B
2.2,84,6.1,3.2,C
1.9,83,6.8,3.1,C
2.6,60,8.6,4.4,C
9.5,91,4.4,2.1,A
1.3,69,5.6,0.2,C
0.7,78,6.9,1.2,C
0.2,93,6.0,4.6,C
1.2,70,7.0,1.7,C
3.0,98,8.5,2.0,C
0.3,81,6.5,2.7,C
1.0,84,5.5,2.6,C
0.6,89,7.6,4.0,C
9.6,96,8.9,2.7,A
0.1,68,8.7,4.7,C
4.6,66,8.0,4.5,C
6.4,72,8.7,2.3,B
1.0,91,6.8,0.4,C
5.4,75,6.5,4.0,B
6.2,66,5.8,3.1,B
5.6,86,6.6,2.8,B
3.6,82,6.5,4.1,C
7.5,57,8.2,3.5,B
4.6,58,7.3,4.7,C
3.6,61,5.6,0.3,C
8.0,67,4.5,3.2,B
5.5,83,5.5,3.0,B
8.8,88,5.7,2.4,A
9.3,78,5.0,1.8,B
1.5,69,8.9,0.3,C
3.3,89,6.1,0.8,C
7.9,56,8.1,2.4,B
6.6,87,5.0,4.8,B
2.5,98,5.8,1.3,C
0.5,91,4.1,4.9,C
9.0,63,4.9,1.5,B
7.5,77,6.0,3.0,B
2.1,53,9.0,3.5,C
6.6,54,6.6,4.8,B
5.4,92,4.1,2.5,B
6.5,78,7.0,2.3,B
9.9,64,8.8,4.6,B
8.7,61,5.8,3.9,B
3.0,63,4.4,3.6,C
4.3,61,4.0,0.6,C
0.8,98,7.8,4.2,C
8.7,67,8.3,2.4,B
2.9,80,8.2,3.0,C
0.1,54,7.2,3.3,C
1.8,51,6.9,2.1,C
8.7,66,8.4,1.2,B
5.1,95,8.2,2.5,B
4.5,69,4.6,1.3,C
0.5,98,4.3,4.9,C
3.9,96,6.4,2.9,C
6.2,81,4.4,3.2,B
2.9,56,4.2,0.3,C
3.7,81,6.8,4.8,C
2.6,86,7.7,3.1,C
4.8,76,5.1,4.6,C
7.6,57,7.4,4.1,B
8.6,72,8.3,1.9,B
8.9,52,6.0,0.3,B
0.7,78,4.1,4.1,C
9.4,51,5.5,4.7,B
8.2,50,8.0,0.8,B
0.9,70,5.7,1.6,C
0.4,58,7.8,2.2,C
4.7,74,5.6,3.6,C
9.8,51,5.6,1.8,B
0.6,52,5.8,0.4,C
3.6,81,6.3,1.5,C
2.6,96,8.3,0.6,C
1.7,60,8.3,2.8,C
8.4,70,4.3,0.0,B
0.3,87,4.2,2.9,C
9.4,73,4.9,0.8,B
2.0,80,8.3,2.1,C
6.5,91,6.7,3.1,B
5.5,93,8.3,3.4,B
7.7,64,6.4,1.1,B
8.6,84,5.9,4.4,A
4.1,68,5.6,1.1,C
5.5,81,5.1,0.5,B
3.3,68,6.7,3.2,C
5.4,61,5.2,1.4,B
1.4,80,5.9,3.9,C
2.7,51,4.3,1.1,C
6.3,91,7.7,3.5,B
9.0,59,6.7,1.0,B
5.2,72,5.6,0.0,B
4.7,92,7.1,3.9,C
1.8,90,8.8,0.2,C
8.1,73,5.3,1.0,B
5.8,74,4.8,0.6,B
3.0,65,5.5,3.5,C
8.6,75,5.8,0.2,B
2.7,73,5.4,0.1,C
5.5,56,7.6,2.3,B
8.3,56,7.8,2.1,B
4.6,92,9.0,3.6,C
8.1,67,4.1,2.1,B
8.0,60,6.7,0.3,B
2.1,91,6.6,3.6,C
2.4,79,6.8,4.0,C
8.4,62,5.3,3.9,B
2.5,81,6.9,4.4,C
5.7,93,7.5,3.2,B
8.9,52,5.8,4.0,B
5.2,71,6.0,2.2,B
6.6,68,8.9,4.9,B
8.3,51,5.9,1.3,B
7.9,63,9.0,4.1,B
9.5,97,6.6,0.5,A
2.1,86,7.3,0.2,C
4.4,99,4.2,3.0,C
5.8,70,8.0,0.8,B
6.9,90,6.9,2.1,B
6.8,53,5.5,0.2,B
7.0,60,7.8,3.9,B
5.2,67,7.6,4.0,B
0.4,56,6.7,1.1,C
0.7,74,7.3,2.4,C
1.1,50,6.2,1.9,C
8.6,79,5.9,1.1,B
1.6,67,8.3,1.1,C
7.8,72,8.4,3.1,B
0.4,86,6.9,4.1,C
0.6,78,5.6,0.2,C
7.0,58,7.8,1.2,B
2.3,53,8.0,4.5,C
8.5,56,5.7,3.0,B
4.0,91,6.8,4.7,C
4.6,70,7.8,1.4,C
4.1,53,9.0,1.8,C
2.0,91,8.6,4.4,C
6.5,86,4.2,3.0,B
0.4,87,8.5,3.1,C
8.2,61,4.3,2.7,B
0.4,74,6.0,1.2,C
4.0,99,5.2,3.1,C
8.7,53,8.7,1.5,B
0.7,80,7.5,1.7,C
8.3,87,4.7,4.0,A
4.3,73,7.9,0.9,C
8.4,97,8.9,0.6,A
4.7,57,6.8,1.2,C
4.4,60,4.4,2.7,C
6.2,69,8.4,1.6,B
9.4,71,6.7,4.9,B
1.9,75,7.6,4.7,C
7.6,69,6.5,4.3,B
9.2,74,5.3,4.3,B
0.8,89,7.3,2.0,C
4.7,70,6.8,2.0,C
4.2,97,7.3,2.7,C
1.8,66,4.7,4.8,C
6.0,80,8.7,1.5,B
4.2,77,7.5,0.4,C
2.4,88,8.9,2.4,C
3.9,55,4.2,2.2,C
6.1,62,8.4,0.1,B
2.8,64,8.6,4.3,C
0.7,88,7.0,0.9,C
4.8,56,8.1,3.8,C
4.1,65,6.7,0.0,C
3.0,98,7.9,0.7,C
7.5,83,5.6,2.4,A
0.9,54,7.8,1.5,C
0.1,52,6.5,1.1,C
3.0,96,4.9,3.9,C
6.5,73,7.4,3.3,B
2.6,79,7.7,3.1,C
6.4,88,8.9,4.2,B
9.6,89,9.0,1.6,A
6.7,98,8.8,2.1,B
8.5,68,6.8,2.2,B
1.2,59,7.7,3.0,C
3.5,76,7.1,2.5,C
2.8,73,5.8,1.9,C
0.5,93,5.0,0.3,C
2.9,52,7.2,2.1,C
8.3,86,5.2,0.6,A
4.9,91,7.1,0.9,C
3.9,97,5.9,1.4,C
1.4,96,4.7,3.0,C
7.0,76,7.5,3.4,B
1.4,63,6.8,0.7,C
1.8,53,5.1,0.4,C
9.0,68,8.5,3.6,B
5.2,69,8.0,4.9,B
3.8,65,5.0,4.9,C
6.6,87,8.8,3.7,B
3.4,86,4.4,4.4,C
6.8,95,8.1,0.4,B
9.3,73,8.6,4.4,B
8.5,53,5.1,4.0,B
9.0,55,8.4,3.4,B
8.7,58,8.6,2.6,B
2.2,67,7.4,1.4,C
5.2,64,4.8,1.8,B
8.5,86,5.6,2.0,A
5.2,64,8.1,1.5,B
2.8,69,5.0,0.5,C
9.9,68,5.7,4.5,B
6.2,90,4.2,1.3,B
4.3,95,7.6,1.3,C
8.7,99,5.1,3.6,A
2.5,98,6.6,1.3,C
0.3,50,6.8,4.9,C
8.1,73,5.7,1.1,B
4.2,54,5.1,0.1,C
3.5,89,8.0,2.6,C
5.0,72,6.2,5.0,C
6.4,64,6.7,1.7,B
3.3,74,4.9,3.2,C
0.9,63,4.8,4.4,C
1.6,74,5.8,3.1,C
2.2,99,7.5,1.5,C
2.3,88,7.8,3.1,C
7.7,83,6.3,2.7,A
2.6,72,5.8,1.0,C
4.2,70,6.1,3.6,C
4.7,79,5.3,0.8,C
9.4,92,6.5,2.8,A
9.4,100,4.5,1.6,A
9.8,75,6.4,0.9,B
4.5,51,8.3,0.0,C
7.2,64,6.0,4.2,B
2.9,55,4.2,4.9,C
9.4,60,5.1,0.1,B
7.5,76,8.2,4.7,B
6.6,66,6.9,2.0,B
3.5,79,7.9,0.6,C
9.2,51,5.8,3.8,B
6.1,66,8.9,4.4,B
5.1,59,7.4,3.0,B
6.8,92,5.6,3.8,B
0.0,95,8.2,2.6,C
8.5,53,4.1,4.3,B
1.5,50,5.2,0.7,C
8.2,57,4.6,0.9,B
2.5,53,7.5,3.0,C
0.3,71,7.4,0.3,C
4.4,72,4.7,2.7,C
7.4,64,5.6,2.0,B
9.3,99,7.5,3.5,A
3.7,76,4.2,3.0,C
3.4,98,9.0,2.0,C
3.3,63,4.9,0.4,C
5.0,80,6.8,2.4,C
8.6,51,5.8,0.5,B
7.3,99,4.1,2.6,A
5.4,99,5.3,0.9,B
9.3,52,8.8,1.0,B
4.8,65,7.0,1.8,C
2.8,93,7.7,0.7,C
3.3,78,8.3,2.1,C
0.6,94,6.2,3.8,C
7.2,79,8.4,2.0,B
4.6,66,8.5,2.9,C
4.0,71,7.5,3.8,C
3.8,90,4.0,3.6,C
3.9,71,5.3,1.9,C
0.2,69,8.0,2.4,C
6.6,98,7.6,4.6,B
7.7,86,4.2,1.6,A
7.5,86,8.5,0.5,A
1.8,80,6.4,3.0,C
4.0,99,8.3,2.5,C
7.9,69,5.6,1.9,B
4.3,91,5.1,2.1,C
4.6,67,6.5,4.7,C
2.1,93,6.6,1.4,C
3.4,78,7.6,3.9,C
4.3,58,4.5,4.7,C
7.5,72,4.1,0.9,B
10.0,52,7.8,4.1,B
6.6,72,8.6,4.8,B
5.8,52,6.7,2.1,B
9.6,59,8.2,0.5,B
5.7,54,6.6,0.7,B
9.7,79,4.6,1.1,B
8.5,69,8.7,1.4,B
4.3,57,8.3,2.7,C
8.9,100,6.4,0.6,A
3.4,87,4.3,0.2,C
5.2,79,7.8,3.9,B
6.1,72,6.7,3.2,B
5.4,61,4.0,0.9,B
8.2,73,4.7,3.2,B
5.7,75,8.8,2.4,B
0.6,71,5.8,3.7,C
4.6,64,8.4,3.9,C
7.0,70,4.1,2.9,B
0.7,88,5.4,3.3,C
8.5,94,4.9,3.6,A
9.0,95,4.4,3.3,A
7.1,64,4.8,0.4,B
0.8,100,4.3,4.5,C
7.1,88,8.8,0.9,A
4.1,65,5.7,1.8,C
2.6,50,6.4,2.0,C
7.2,77,8.3,3.0,B
6.1,99,8.1,3.9,B
5.6,96,4.3,0.8,B
0.4,67,5.0,4.7,C
5.0,64,6.3,0.5,C
8.0,63,6.0,0.0,B
6.9,93,8.8,2.9,B
9.8,92,5.0,4.3,A
4.3,75,6.2,1.7,C
4.3,77,5.7,1.5,C
0.3,68,4.7,2.4,C
8.7,80,8.9,0.2,B
2.4,67,6.1,1.4,C
5.2,91,8.4,4.0,B
6.8,88,9.0,0.3,B
5.7,54,7.3,4.3,B
0.1,78,8.5,4.7,C
4.8,53,4.5,4.6,C
9.0,59,4.5,4.6,B
5.3,99,5.8,1.2,B
4.8,59,4.3,5.0,C
5.4,69,5.4,3.4,B
2.5,68,8.5,0.4,C
8.9,59,6.1,1.1,B
2.5,56,5.6,0.5,C
3.6,100,7.9,1.9,C
1.3,72,7.0,4.6,C
5.3,96,4.3,0.8,B
3.1,80,5.2,2.6,C
3.6,64,8.5,0.4,C
3.4,58,5.0,3.4,C
3.6,52,6.1,3.3,C
2.2,85,8.7,4.9,C
1.8,76,7.4,1.5,C
3.4,96,5.3,2.9,C
7.9,94,7.5,2.6,A
4.1,65,6.6,2.5,C
2.8,82,6.1,1.0,C
5.6,80,4.1,1.6,B
3.9,70,6.1,3.0,C
9.4,91,5.2,1.7,A
5.6,69,8.1,0.6,B
5.4,76,7.6,3.9,B
3.3,64,5.3,2.3,C
0.8,93,5.3,4.9,C
1.3,59,6.2,1.6,C
8.5,77,6.0,3.4,B
6.6,82,8.4,0.8,B
3.1,59,8.7,0.5,C
9.5,53,7.4,1.8,B
8.2,79,7.6,2.9,B
9.2,97,7.9,0.6,A
4.0,72,6.6,4.6,C
9.1,87,6.5,3.3,A
2.1,90,7.7,2.1,C
4.0,91,6.4,1.0,C
2.2,91,5.7,3.4,C
4.3,81,4.2,1.5,C
0.2,70,5.6,0.6,C
7.1,86,5.1,1.7,A
2.2,80,8.4,2.5,C
2.0,74,5.3,1.9,C
0.5,85,5.5,2.0,C
9.7,51,6.2,0.7,B
5.9,100,4.4,1.8,B
8.5,89,5.4,4.7,A
8.2,97,4.9,4.4,A
3.9,97,5.4,2.9,C
9.0,71,8.7,0.9,B
6.6,81,7.0,4.7,B
1.2,73,6.2,0.8,C
1.1,79,7.4,3.4,C
9.7,52,4.4,3.7,B
0.4,84,5.2,0.2,C
1.6,71,8.5,4.2,C
1.9,66,5.8,0.6,C
5.0,90,7.7,0.9,C
9.8,98,5.9,0.5,A
2.7,58,4.9,3.6,C
5.1,94,4.6,0.4,B
8.2,71,7.0,3.4,B
6.5,55,4.8,0.9,B
9.6,57,8.9,0.6,B
9.6,100,5.1,1.4,A
0.7,88,7.6,1.1,C
8.8,58,7.4,1.7,B
1.0,98,5.2,4.1,C
5.2,84,5.8,1.8,B
5.3,58,8.5,0.7,B
5.2,100,7.0,1.8,B
6.2,72,8.1,3.1,B
8.1,97,6.8,2.2,A
5.9,74,5.7,0.2,B
8.0,62,8.2,1.7,B
7.2,55,5.3,0.2,B
7.1,54,7.5,2.2,B
5.8,51,5.9,1.7,B
6.9,91,7.1,4.9,B
0.1,52,5.3,2.8,C
3.4,98,4.3,4.3,C
4.9,72,8.6,2.8,C
9.5,68,9.0,2.9,B
3.5,60,4.0,0.2,C
1.3,51,7.7,2.6,C
1.4,100,6.2,2.7,C
7.0,68,4.9,3.2,B
4.5,63,7.6,1.0,C
4.3,95,4.6,4.1,C
8.1,77,8.1,3.5,B
8.0,57,6.1,0.6,B
1.3,60,4.0,1.2,C
8.2,96,8.3,4.7,A
6.1,73,5.2,1.1,B
9.1,98,7.2,2.9,A
4.1,88,6.2,3.7,C
1.5,59,7.6,3.7,C
7.1,93,6.7,1.8,A
9.4,53,5.6,2.0,B
8.9,57,8.9,3.5,B
5.2,70,7.4,3.2,B
7.2,62,5.9,3.9,B
2.0,58,5.7,3.0,C
3.4,100,4.6,4.8,C
5.8,57,8.1,2.8,B
0.2,76,7.9,4.0,C
7.4,96,8.9,3.7,A
7.8,53,4.3,2.1,B
6.7,50,8.0,1.6,B
7.5,74,6.0,1.3,B
6.4,69,5.7,4.0,B
3.4,98,8.4,2.6,C
9.4,69,4.2,0.2,B
5.8,63,6.6,1.2,B
3.9,69,8.6,1.5,C
2.1,54,8.2,4.7,C
7.8,67,4.3,3.5,B
4.6,90,4.1,3.1,C
4.0,63,8.7,1.6,C
6.7,72,6.8,4.1,B
2.7,77,6.8,2.0,C
0.5,99,5.0,1.5,C
3.4,52,5.5,4.8,C
6.5,64,8.9,3.1,B
4.9,50,5.0,0.3,C
4.8,53,5.1,4.1,C
3.8,55,4.1,4.1,C
1.9,66,5.9,4.5,C
0.7,83,5.4,0.2,C
0.0,92,4.9,2.0,C
3.5,57,4.6,1.0,C
2.7,89,6.6,2.6,C
9.3,84,7.9,1.0,A
5.5,96,8.3,1.7,B
6.2,63,6.1,4.3,B
9.4,76,7.7,2.2,B
0.3,67,6.1,1.8,C
0.5,59,7.0,4.4,C
9.0,87,4.4,2.7,A
8.7,55,4.9,0.7,B
6.9,85,4.8,4.4,B
1.3,85,4.8,4.5,C
9.9,78,6.9,1.0,B
4.1,63,5.3,2.5,C
9.8,93,5.9,1.2,A
0.2,56,5.6,5.0,C
2.8,72,6.6,1.9,C
9.1,76,7.4,1.9,B
5.9,89,6.3,4.2,B
5.3,88,5.1,4.6,B
2.1,54,5.0,1.4,C
4.0,86,8.6,2.2,C
9.4,91,8.2,1.7,A
7.2,54,7.5,3.5,B
2.1,73,5.0,4.1,C
5.0,79,7.3,1.6,C
7.4,67,8.9,4.4,B
2.9,69,5.7,5.0,C
9.0,56,4.0,0.5,B
3.2,70,4.4,0.3,C
8.6,85,5.1,4.0,A
9.0,68,8.4,3.5,B
4.5,63,4.9,3.4,C
9.8,53,6.5,2.4,B
2.1,86,8.8,1.2,C
9.9,95,8.4,1.4,A
0.7,58,7.2,2.0,C
9.0,92,8.8,3.3,A
8.9,99,7.7,2.1,A
2.8,59,5.8,1.5,C
5.9,76,4.7,4.7,B
7.5,51,6.8,2.3,B
0.9,75,4.8,2.3,C
0.0,66,6.9,4.1,C
1.8,96,7.8,3.7,C
6.5,56,5.6,4.2,B
9.3,96,5.6,3.5,A
8.2,53,5.1,1.9,B
8.6,79,4.1,3.4,B
9.0,85,4.0,3.2,A
2.7,57,4.3,1.7,C
4.4,55,4.9,2.7,C
3.5,50,5.1,1.4,C
9.5,76,5.3,4.3,B
5.1,98,6.8,2.6,B
9.0,82,6.3,2.1,A
9.7,86,6.8,0.9,A
0.7,68,7.6,3.5,C
5.2,68,7.3,1.4,B
3.5,57,5.3,1.6,C
3.6,83,6.6,3.2,C
4.7,98,4.6,2.5,C
1.8,82,6.2,4.0,C
4.3,53,4.9,0.5,C
9.8,54,4.1,0.9,B
9.5,71,4.1,1.5,B
5.8,54,7.2,2.7,B
9.8,75,5.7,0.1,B
2.1,77,7.7,1.6,C
7.0,89,4.5,2.1,B
2.5,99,4.6,0.8,C
5.8,82,5.9,2.0,B
0.9,99,7.1,2.5,C
4.8,53,5.2,4.0,C
6.2,82,4.6,2.1,B
8.1,78,5.5,4.3,B
8.5,66,7.6,4.0,B
8.4,84,4.5,4.2,A
5.1,63,8.3,0.0,B
0.7,50,4.2,3.3,C
9.2,55,5.5,2.9,B
6.3,58,5.7,0.8,B
0.7,99,5.3,0.3,C
8.2,82,5.7,5.0,A
4.1,96,6.4,1.1,C
5.5,92,5.8,1.1,B
8.1,60,8.2,3.0,B
1.9,86,8.7,4.6,C
5.7,74,7.3,1.7,B
6.2,54,7.8,3.8,B
6.3,53,8.6,3.6,B
9.1,56,6.9,4.9,B
5.9,59,7.5,4.7,B
6.8,60,7.1,3.1,B
0.9,77,8.0,2.5,C
4.8,97,8.4,2.3,C
2.4,65,7.5,4.3,C
2.5,76,6.9,0.9,C
3.3,84,8.2,2.1,C
8.0,68,5.2,1.9,B
4.3,65,7.1,2.2,C
4.1,51,8.8,3.3,C
6.1,63,5.3,2.5,B
8.0,100,4.6,0.5,A
7.9,80,4.2,0.6,B
0.9,87,7.7,4.7,C
6.0,76,7.0,3.4,B
9.8,84,6.0,3.5,A
2.5,61,4.6,1.6,C
0.1,79,5.8,0.9,C
4.0,99,7.9,1.8,C
7.5,92,6.7,4.0,A
8.7,54,5.2,2.5,B
8.3,74,6.7,3.1,B
0.8,59,6.9,1.9,C
4.5,74,4.5,1.5,C
1.9,55,4.9,1.2,C
8.5,71,5.6,2.8,B
7.5,100,5.4,3.9,A
8.9,92,4.1,1.0,A
2.7,55,4.1,0.5,C
3.0,60,4.2,2.5,C
2.4,64,4.5,0.3,C
2.5,83,7.6,4.8,C
0.4,89,4.7,0.7,C
0.9,85,4.5,2.8,C
6.6,52,6.5,4.8,B
7.0,75,5.3,3.2,B
7.8,93,8.3,2.2,A
1.9,91,6.0,0.6,C
7.3,54,6.4,0.8,B
2.5,67,6.4,1.3,C
9.2,75,8.3,0.9,B
